,case_number,year,type,country,activity,age,species_,injury,mes,deceso,genero
1066,1984.06.15,1984,Unprovoked,south africa,Surfing,27,2.4 m [8'] white shark,"No injury, board bitten",Jun,N,M
1067,1984.06.03.b,1984,Unprovoked,usa,Towing her sister on plastic ski board,13,1.2 m to 1.5 m [4' to 5'] hammerhead shark,Foot bitten,Jun,N,F
1068,1984.02.17,1984,Provoked,south africa,Scuba diving,33, 1.5 m [5'] dusky shark,Punctures in wetsuit & left arm bruised by captive shark PROVOKED INCIDENT,Feb,N,M
1069,1984.01.05,1984,Unprovoked,south africa,Swimming,14,"Raggedtooth shark, 1 m ",Foot bitten,Jan,N,M
1070,1983.12.21,1983,Unprovoked,south africa,Swimming,47,"Raggedtooth shark, >1 m ",Shin lacerated,Dec,N,M
1071,1983.08.20.a,1983,Unprovoked,south africa,Spearfishing,29,5 m [16.5'] white shark,Inner thighs lacerated,Aug,N,M
1072,1983.08.15,1983,Unprovoked,usa,Swimming,14,Sand shark,Foot bitten,Aug,N,F
1073,1983.08.13.a,1983,Unprovoked,usa,Diving,22,6' to 8' bull shark,Right leg severely bitten,Aug,N,F
1074,1983.07.26,1983,Sea Disaster,australia,Swimming from the New Venture ,21,"Tiger shark, 5 m [16.5']","FATAL, shark seized her by the chest and took her underwater ",Jul,Y,F
1075,1983.07.25.b,1983,Sea Disaster,australia,Swimming from the New Venture ,24,"Tiger shark, 5 m [16.5']","FATAL, shark bit leg, then dragged him underwater ",Jul,Y,M
1076,1983.07.25.a,1983,Sea Disaster,australia,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,28,"Tiger shark, 5 m [16.5']","Left knee bitten, but survived",Jul,N,M
1077,1983.07.12.b,1983,Unprovoked,usa,Windsurfing,39,3.5' hammerhead shark,Left ankle nipped (3 punctures wounds),Jul,N,F
1078,1983.05.31,1983,Unprovoked,usa,Water-skiing,21,6' shark,"Left calf, knee & hands lacerated",May,N,M
1079,1983.04.12,1983,Unprovoked,south africa,Fishing,27,"Raggedtooth shark, 1.5 m [5'] (tooth fragment recovered)",Puncture wounds to foot,Apr,N,M
1080,1983.03.30.a,1983,Unprovoked,south africa,Spearfishing,17,1.8 m [6'] Zambezi shark,Right calf lacerated,Mar,N,M
1081,1983.02.20,1983,Unprovoked,south africa,Paddleskiing,16,3 m [10'] shark,Puncture wounds to buttocks,Feb,N,M
1082,1983.01.08,1983,Unprovoked,south africa,Spearfishing,32,White shark,"No injury, rammed by shark",Jan,N,M
1083,1982.10.13,1982,Unprovoked,usa,Windsurfing,26,1.5 m [5'] shark,Left foot lacerated,Oct,N,M
1084,1982.09.30.a,1982,Unprovoked,south africa,Surfing,16,"Believed to involve a 2.8 m [9'3""] white shark","No Injury, surfboard bitten",Sep,N,M
1085,1982.09.27,1982,Unprovoked,usa,Surfing,20,1.5 m [5'] shark,Laceration to lower left leg,Sep,N,M
1086,1982.09.25,1982,Unprovoked,usa,Diving,36,White shark,Lacerations to hand,Sep,N,M
1087,1982.09.19,1982,Unprovoked,usa,Free diving for abalone from Zodiac (submerged),28,5 m to 6 m [16.5' to 20'] white shark,Upper left thigh & buttocks bitten,Sep,N,M
1088,1982.08.29.b,1982,Invalid,usa,Surfing,17,Questionable incident; reported as shark attack but thought to involve a pinniped instead ,"No Injury, board bitten",Aug,,M
1089,1982.07.31,1982,Invalid,south africa,Boogie boarding,20,Invalid,"No injury, swim fin bitten",Jul,,M
1090,1982.07.24.b,1982,Unprovoked,south africa,Paddleskiing,38,"2.4 m [8'] white shark, species identity confirmed by tooth fragment","No injury, ski bitten",Jul,N,M
1091,1982.07.24.a,1982,Unprovoked,usa,Paddle Boarding,26,4.5 m to 5.5 m [14.7' to 18'] white shark,"No Injury, board bitten",Jul,N,M
1092,1982.07.19,1982,Unprovoked,usa,Swimming,17,0.9 m to 1.2 m [3' to 4'] shark,Left ankle bitten,Jul,N,M
1093,1982.06.29,1982,Unprovoked,south africa,Surfing,27,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard",FATAL,Jun,Y,M
1094,1982.06.26.b,1982,Unprovoked,usa,Swimming,20,5' shark,Left arm bitten,Jun,N,M
1095,1982.01.29,1982,Unprovoked,south africa,Swimming,20,Raggedtooth shark,Right shin & toe lacerated,Jan,N,M
1096,1981.12.19,1981,Unprovoked,usa,Surfing,24,7 m [23'] white shark,"FATAL, torso bitten ",Dec,Y,M
1097,1981.10.19.a,1981,Unprovoked,usa,Swimming,19,1.8 m to 2.4 m [6' to 8'] shark,Hand & forearm bitten,Oct,N,M
1098,1981.09.15,1981,Unprovoked,usa,Swimming,26,Said to involve a tiger shark or a hammerhead shark,"FATAL, right calf bitten  ",Sep,Y,M
1099,1981.08.07,1981,Unprovoked,bahamas,Snorkeling on surface,53,Mako shark (tooth fragments recovered),Upper right arm bitten,Aug,N,M
1100,1981.07.18,1981,Unprovoked,south africa,Surfing,32,Possibly a  1.8 m [6'] Zambezi shark,7 lacerations to right foot,Jul,N,M
1101,1981.05.23,1981,Unprovoked,south korea,Shell diving,27,6 m  white shark,FATAL,May,Y,F
1102,1981.05.20,1981,Unprovoked,south africa,Surfing,27,Raggedtooth shark,"Shark & board collided. No injury, but board was dented",May,N,M
1103,1981.05.10,1981,Unprovoked,south africa,Surfing,19,"Raggedtooth shark, 2.5 m [8.25'] ","No Injury, board bitten",May,N,M
1104,1981.05.05,1981,Unprovoked,south africa,Surfing,24,"Tiger shark, 2.1 m [7']","Left leg bitten, surgically amputated",May,N,M
1105,1981.03.25,1981,Unprovoked,usa,Standing / Wading,19,"1.2 m to 1.5 m [4' to 5'] bull, sandbar or dusky shark","Lacerations on calf, ankle & heel",Mar,N,M
1106,1981.03.24,1981,Unprovoked,usa,Surfing,24,C. maculpinnis or C. limbatus,Puncture wounds on  right thigh,Mar,N,M
1107,1981.02.19,1981,Unprovoked,south africa,Swimming,30,Juvenile dusky or blacktip shark,Foot lacerated,Feb,N,M
1108,1981.02.02,1981,Unprovoked,usa,Surfing,15,1.8 m to 2.4 m [6' to 8'] hammerhead shark,Lacerations & punctures in left calf & ankle,Feb,N,M
1109,1981.00.00.b,1981,Unprovoked,australia,Surf-skiing,27,"Tiger shark, 2.5 m ","No injury, ski bitten",,N,M
1110,1980.12.30,1980,Unprovoked,south africa,Paddleskiing,25,3.5 m [11.5'] shark,"No injury, paddleski bitten",,N,M
1111,1980.11.24,1980,Unprovoked,reunion,Spearfishing,22,1.8 m [6'] white shark,Bitten twice,Nov,N,M
1112,1980.10.27,1980,Unprovoked,usa,Surfing,29,4 m to 5 m [13' to 16.5'] white shark,Thigh lacerated,Oct,N,M
1113,1980.10.17,1980,Unprovoked,usa,Surfing,19,4 m to 5 m [13' to 16.5'] white shark,No injury,Oct,N,M
1114,1980.07.23,1980,Unprovoked,usa,Standing,22,4' to 8' shark,"No injury, shark bit her bathing suit",Jul,N,F
1115,1980.05.15,1980,Unprovoked,south africa,Surfing,22,1.8 m [6'] shark,"No injury, board bitten",May,N,M
1116,1980.04.00,1980,Unprovoked,mexico,Body surfing,13,Tiger shark,Right calf bitten,Apr,N,F
1117,1980.01.31,1980,Unprovoked,south africa,Body boarding,24,"2.8 m [9'3""] white shark","Both hands & heel of left foot lacerated, right foot severed",Jan,N,M
1118,1980.01.15,1980,Provoked,south africa,Spearfishing,29,"2 m [6'9""] Zambesi shark","No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT",Jan,N,M
1119,1980.01.10,1980,Unprovoked,south africa,Swimming,25,"Raggedtooth shark, 2 m [6'9""] ",3 small punctures on arm,Jan,N,M
1120,1980.00.00.b,1980,Invalid,south africa,Spearfishing,20,Invalid,No injury; 2 m shark made threat display and impaled itself on spear,,,M
1121,1979.11.27,1979,Unprovoked,usa,Surfing,20,"White shark, 4 m [13'] ",Multiple major Injuries,Nov,N,M
1122,1979.05.05,1979,Provoked,south africa,Spearfishing,25,"White shark, 2.5 m [8.25']  ",Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,,N,M
1123,1979.03.24,1979,Unprovoked,usa,Surfing,27,Blacktip or spinner shark,Foot & ankle bitten,Mar,N,M
1124,1979.02.21,1979,Unprovoked,south africa,"Surfing, collided with shark",19,1.5 m to 2 m [5' to 6.75'] shark,Punctures on left thigh,Feb,N,M
1125,1978.12.12,1978,Unprovoked,south africa,Spearfishing,23,"White shark, 2.3 m [7.5'], tooth fragment recovered","FATAL, legs bitten ",Dec,Y,M
1126,1978.09.27,1978,Unprovoked,south africa,Spearfishing,27,"White shark, 3.7 m [12'] ","No injury, shark took his catch, then towed & pushed diver through the water ",Sep,N,M
1127,1978.01.17,1978,Unprovoked,south africa,Surfing,17,Thought to involve a blacktip shark,"Left leg, ankle & foot bitten",Jan,N,M
1128,1977.12.19.a,1977,Unprovoked,south africa,Surfing,18,"Tiger shark, 3 m [10']","Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",Dec,N,M
1129,1977.10.30,1977,Unprovoked,south africa,Spearfishing,25,"White shark, 5 m [16.5'] ","No injury, shark bit speargun & pushed diver through the water",Oct,N,M
1130,1977.08.31,1977,Unprovoked,australia,Surfing,17,White shark,"Board rammed &  bitten, left thigh lacerated",Aug,N,M
1131,1977.08.14,1977,Unprovoked,usa,Free diving for abalone (surfacing),20,"White shark, 5.5 m to 6 m [18' to 20']  ",Leg lacerated,Aug,N,M
1132,1977.06.26,1977,Provoked,usa,Spearfishing / Scuba diving,27,"Bull shark, 8","PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot",Jun,N,M
1133,1976.12.18,1976,Unprovoked,usa,Hookah diving for abalone (submerged),29,"White shark, 5.5 m [18'] ",Buttocks & hip bitten,Dec,N,M
1134,1976.11.27,1976,Unprovoked,south africa,"Thrashing the water / imitating the shark victim from ""Jaws""",19,"White shark, 3 m [10'] k",Torso bitten,Nov,N,M
1135,1976.11.25,1976,Unprovoked,usa,Surfing,19,2.1 m [7'] lemon shark or bull shark,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow",Nov,N,M
1136,1976.10.18,1976,Unprovoked,usa,Surfing,25,"White shark, 3 m to 4 m [10' to 13'] ",Leg bitten ,Oct,N,M
1137,1976.10.06,1976,Unprovoked,south africa,Surfing,20,"White shark, 3.5 m [11.5'], species identity confirmed by tooth fragment",Left thigh lacerated,Oct,N,M
1138,1976.09.06,1976,Unprovoked,usa,Surfing,15,"Tiger shark, 6' ",Laceration to left lower leg,Sep,N,M
1139,1976.08.24,1976,Unprovoked,usa,Surfing,19,"White shark, 4.5 m ","No injury, board bitten",Aug,N,M
1140,1976.06.23,1976,Unprovoked,usa,Skindiving,17,12' to 14' shark,Lacerations to right arm,Jun,N,M
1141,1975.12.06,1975,Unprovoked,usa,Scuba diving & spearfishing,27,White shark,Leg bitten,Dec,N,M
1142,1975.11.19.a,1975,Unprovoked,south africa,Standing,33,Juvenile dusky shark,Left foot lacerated,Nov,N,M
1143,1975.08.17,1975,Unprovoked,south africa,Surfing,19,"White shark, 2.4 m [8']",Left leg & surfboard bitten,Aug,N,M
1144,1975.08.12,1975,Unprovoked,usa,Floating on a small orange raft ,20,1.5 m [5'] shark,"Calf bitten, leg surgically amputated below the knee  Note: by late August, 3 more bathers had been bitten by sharks at Daytona Beach",Aug,N,M
1145,1975.08.09,1975,Unprovoked,usa,Free diving for abalone,44,White shark,"Shoulder, arm & hand lacerated",Aug,N,M
1146,1975.07.30.a,1975,Unprovoked,australia,Scuba diving for abalone,37,White shark,FATAL,Jul,Y,M
1147,1975.07.23,1975,Unprovoked,usa,Scuba diving for abalone (at surface),23,"White shark, 5.8 m [19'] ",Legs bitten,Jul,N,M
1148,1975.07.19,1975,Unprovoked,usa,Hookah diving for abalone,34,"White shark, 5m to 6m","No injury, swim fin torn",Jul,N,M
1149,1975.07.15,1975,Unprovoked,usa,Swimming,14,1.2 m [4'] shark,Arm lacerated,Jul,N,F
1150,1975.06.23.b,1975,Unprovoked,usa,Swimming ,18,4' shark,Lacerations to right foot,Jun,N,M
1151,1975.02.23,1975,Unprovoked,south africa,Surfing,16,1.5 m [5'] shark,Foot severed,Feb,N,M
1152,1975.02.10,1975,Unprovoked,australia,Swimming underwater from crayfish cage to a fishing bait,12,"White shark, 3 m [10'] ",Right leg  severed FATAL,Feb,Y,M
1153,1974.09.28,1974,Unprovoked,usa,Surfing,17,"White shark, 5.5 m to 6 m [18' to 20'] ","Thigh, lower back and surfboard bitten",Sep,N,M
1154,1974.09.14,1974,Unprovoked,usa,Hookah diving for abalone,29,"White shark, 4 m to 5 m ",Major injuries,Sep,N,M
1155,1974.09.07,1974,Unprovoked,israel,Swimming,20,"Shortfin mako shark, 2.3 m [7.5'] ","Bitten 12 times: multiple lacerations on hands, arms, shoulder breast thigh, both legs, left forearm surgically amputated ",Sep,N,F
1156,1974.09.02.b,1974,Unprovoked,usa,Scuba diving (but on surface),41,"White shark, 5 m to 6 m [16.5 to 20'] ",Minor injuries to hand,Sep,N,M
1157,1974.09.02.a,1974,Unprovoked,usa,Scuba diving (but on surface),48,"White shark, 5 m to 6 m [16.5 to 20'] ",Minor bite on foot & swimfin,Sep,N,M
1158,1974.09.00,1974,Unprovoked,usa,Surfing,24,"White shark, 4.5 m ",No injury,Sep,N,M
1159,1974.05.26,1974,Unprovoked,usa,Free diving (but on surface),45,"White shark, 5 m [16.5']",Leg bitten,May,N,M
1160,1974.04.20,1974,Unprovoked,south africa,Spearfishing,22,"Raggedtooth shark, 1.5 m [5'] ",Left knee lacerated,Apr,N,M
1161,1974.04.04,1974,Unprovoked,south africa,Surfing,17,Juvenile dusky shark,Right foot lacerated,Apr,N,M
1162,1974.03.21,1974,Unprovoked,south africa,Surfing,21,1.8 m [6'] shark,"No injury, surfboard bitten",Mar,N,M
1163,1974.01.07.c,1974,Unprovoked,south africa,Swimming,33,2 m to 2.5 m [6.75'  to 8.25'] shark,Knee & calf lacerated,Jan,N,M
1164,1973.09.14,1973,Unprovoked,bahamas,"Free diving, Spearfishing",11,7' to 8' bull shark,Left hand & forearm lacerated,Sep,N,M
1165,1973.09.09,1973,Unprovoked,mexico,"Free diving, Spearfishing",37,White shark,"FATAL, leg bitten ",Sep,Y,M
1166,1973.03.00,1973,Unprovoked,south africa,Spearfishing,26,"2 m shark, possibly a dusky or blacktip shark",Hip bruised,Mar,N,M
1167,1972.12.26,1972,Unprovoked,mozambique,Swimming,25,2 m to 3 m shark,"Hip, leg, arm, hand & shoulder bitten",Dec,N,M
1168,1972.06.10,1972,Unprovoked,usa,Surfing,22,4.5' shark,Buttocks bitten,Jun,N,M
1169,1972.05.28,1972,Unprovoked,usa,Free diving for abalone,32,"White shark, 4.4 m to 5 m [14.5' to 16.5'] ",Bitten on legs & buttock,May,N,M
1170,1972.02.20,1972,Unprovoked,australia,Surfing,18,7' shark,Laceration above knee,Feb,N,M
1171,1972.01.01.b,1972,Unprovoked,south africa,Sitting in shallows,30,Zambesi shark,Foot bitten,Jan,N,F
1172,1972.01.01.a,1972,Unprovoked,mozambique,Standing,24,"White shark, 2.5 m [8.25'] ","Leg severed at knee,  hand severed, arms, torso & buttock severely lacerated",Jan,N,M
1173,1971.12.16,1971,Unprovoked,south africa,Swimming,16,"White shark, 3 m [10']rk",Right forearm bitten,Dec,N,F
1174,1971.10.23,1971,Unprovoked,usa,Surfing,18,5' to 6' shark,"Right shoulder, arm & hand bitten",Oct,N,M
1175,1971.10.14,1971,Unprovoked,south africa,Swimming,25,1.5 m to 2 m shark,Wrist & hand lacerated,Oct,N,M
1176,1971.10.02,1971,Unprovoked,usa,Scuba diving,30,"White shark, 5 m to 6 m [16.5' to 20']  ",Bitten on legs,Oct,N,M
1177,1971.09.07,1971,Unprovoked,croatia,Swimming,34,White shark,FATAL,Sep,Y,M
1178,1971.08.21,1971,Provoked,australia,Scuba diving & feeding fish,26,"Grey nurse shark, 11'",Eight puncture wounds to right leg by captive shark PROVOKED INCIDENT,Aug,N,M
1179,1971.06.30,1971,Unprovoked,south africa,Surfing,21,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board ",Leg & surfboard bitten,Jun,N,M
1180,1971.04.11,1971,Unprovoked,south africa,Swimming,>50,White shark according to tooth pattern and witnesses,"FATAL, multiple bites ",Apr,Y,M
1181,1971.03.30,1971,Unprovoked,new zealand,Surfing,16,"White shark, 4.6 m [15'] ",Lacerations to left leg ,Mar,N,M
1182,1970.09.28,1970,Unprovoked,micronesia,Diving,43,1.8 to 2 m C. albimarginatus,Lacerations & punctures to right arm & shoulder ,Sep,N,M
1183,1970.06.15,1970,Provoked,south africa,Scuba Diving,25,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female ",2 cm laceration on knee PROVOKED INCIDENT,Jun,N,M
1184,1969.09.06,1969,Unprovoked,usa,Free diving for abalone,53,"White shark, 4.3 m 4.9 m [14' to 16'] ",Leg & ankle severely bitten,Sep,N,M
1185,1969.08.01,1969,Unprovoked,usa,Body surfing,13,4' shark,Lacerations to right lower leg & left arm and hand,Aug,N,M
1186,1969.05.24,1969,Provoked,usa,Diving,23,Nurse shark,Laceration to buttocks Recorded as PROVOKED INCIDENT,May,N,M
1187,1969.03.09,1969,Unprovoked,usa,Surfing,16,"White shark, identified by tooth fragments in surfboard",Leg & surfboard bitten,Mar,N,M
1188,1969.02.17.R,1969,Provoked,australia,Fishing,49,7-gill shark,Lacerations to hand from hooked shark PROVOKED INCIDENT,Feb,N,M
1189,1968.12.26,1968,Provoked,australia,Feeding mullet to sharks,27,"Grey nurse shark, 10' ",Laceration to finger by a captive shark PROVOKED INCIDENT,Dec,N,M
1190,1968.12.25,1968,Unprovoked,new zealand,Surfing,17,White shark,"Hit in face by shark, arm abraded, surfboard bitten",Dec,N,M
1191,1968.09.15,1968,Unprovoked,new zealand,Spearfishing,24,"White shark, 4.3 m [14'], (tooth fragment recovered)","FATAL, left leg bitten, femoral artery severed  ",Sep,Y,M
1192,1968.08.08,1968,Unprovoked,columbia,Dynamite fishing,18,2 m shark,Lacerations to head,Aug,N,M
1193,1968.07.27,1968,Unprovoked,usa,Free diving,25,"White shark, 4 m [13'] ",Major injury to torso,Jul,N,M
1194,1968.07.16,1968,Unprovoked,usa,Spearfishing using Scuba,33,4m [13'] shark,Swimfin & knee bitten,Jul,N,M
1195,1968.04.29,1968,Invalid,usa,Wading,63,Shark involvement not confirmed,Foot severely injured,Apr,,M
1196,1968.03.25,1968,Unprovoked,south africa,Wading & pushing dinghy toward  the shallows,35,1.5 m to 1.8m [5' to 6'] shark,Left thigh lacerated,Mar,N,M
1197,1968.03.00,1968,Invalid,usa,Treading water,28,Invalid,No injury,Mar,,M
1198,1968.02.04,1968,Unprovoked,australia,Spearfishing,26,"Bronze whaler shark, 3 m [10'] ","No injury, speargun bitten",Feb,N,M
1199,1967.12.30,1967,Unprovoked,south africa,Surfing,22,1.5 m to 1.8 m [5' to 6'] shark,Right ankle & foot bitten,Dec,N,M
1200,1967.10.17,1967,Unprovoked,usa,Standing on sandbar,19,small blacktip shark,Left foot bitten,Oct,N,M
1201,1967.08.27,1967,Provoked,usa,Pulling shark from the water,24,5' blue shark,Nipped on shoulder by captive shark PROVOKED INCIDENT,Aug,N,M
1202,1967.08.19,1967,Unprovoked,australia,"Spearfishing, dived to pick up a float line",23,White shark,"FATAL, ""bitten in two""",Aug,Y,M
1203,1967.08.10,1967,Invalid,australia,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),? & 19,Shark involvement prior to death was not confirmed,"Disappeared, no trace of men or equipment, shark attack considered",Aug,,M
1204,1967.08.07,1967,Unprovoked,usa,Spearfishing,15,"Nurse shark, 106 cm, 28-lb, male ",Shark grasped thigh,Aug,N,M
1205,1967.08.00.b,1967,Unprovoked,bahamas,Photographing sharks underwater using Scuba,41,1.5 m to 1.8 m [5' to 6'] sandbar shark,"No injury, shark struck camera",Aug,N,M
1206,1967.06.13,1967,Provoked,usa,Spearfishing,26,"Nurse shark, 1 m ","After shark was speared & hit on head, it bit the divers foot  PROVOKED INCIDENT",Jun,N,M
1207,1967.03.19,1967,Unprovoked,south africa,Spearfishing,32,"White shark, 3 m [10'] ","Punctures in right buttock & thigh, abrasion on right forearm",Mar,N,M
1208,1967.03.12,1967,Provoked,australia,Spearfishing,36,Grey nurse shark,Speared shark lacerated his arm PROVOKED INCIDENT,Mar,N,M
1209,1967.03.09,1967,Unprovoked,new zealand,Lifesaving drill,21,Thought to involve a white shark,"FATAL, seen taken by a shark ",Mar,Y,M
1210,1966.10.30,1966,Unprovoked,papua new guinea,Swimming,13,3.7 m [12'] shark,FATAL,Oct,Y,F
1211,1966.10.29,1966,Unprovoked,papua new guinea,Bathing,8,3.7 m [12'] shark,FATAL,Oct,Y,F
1212,1966.09.27,1966,Unprovoked,australia,"Free diving, carrying speargun",32,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun ",Shoulder lacerated,Sep,N,M
1213,1966.09.10,1966,Unprovoked,australia,Spearfishing,43,"Mako shark, 1.9 m [6.5'] ",No injury,Sep,N,M
1214,1966.08.21.b,1966,Unprovoked,new britain,Swimming,13,A pack of 6 sharks,FATAL,Aug,Y,F
1215,1966.08.21.a,1966,Unprovoked,new britain,Diving into water,9,A pack of 6 sharks,FATAL,Aug,Y,F
1216,1966.08.00.b,1966,Invalid,usa,Spearfishing on Scuba,26,Invalid,"No attack, no injury, shark took speared fish & approached diver closely ",Aug,,M
1217,1966.08.00.a,1966,Unprovoked,usa,Wading,8,Spinner or blacktip sharks,"No injury, mother lifted him from the water",Aug,N,M
1218,1966.07.19,1966,Provoked,usa,Killing a shark,34,4' shark,"Arm bitten, PROVOKED INCIDENT",Jul,N,M
1219,1966.07.03,1966,Invalid,usa,Free diving,46,Invalid,No injury. A 1.1 m [3.5'] blacktip shark shark made a threat display & bit gig,Jul,,M
1220,1966.06.22,1966,Provoked,usa,Clamming,15,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day",3 lacerations on  right leg by speared fish PROVOKED INCIDENT,Jun,N,M
1221,1966.06.11,1966,Provoked,usa,Fishing,18,1.2 m [4'] hammerhead shark,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,Jun,N,M
