,case_number,year,type,country,activity,injury,mes,deceso,genero,especies,edad
246,2012.10.27,2012,Unprovoked,usa,Swimming,"Puncture wounds to thigh, defense wounds  to hand",Oct,N,F,Tiger,51
247,2012.10.23,2012,Unprovoked,usa,Surfing,FATAL,Oct,Y,M,White,39
248,2012.10.18.a,2012,Unprovoked,usa,Paddle boarding,"No injury, board bitten",Oct,N,M,Unspecified,55
249,2012.10.02,2012,Unprovoked,australia,Bodyboarding,"No injury, but swim fin bitten & torn",Oct,N,M,Unspecified,11
250,2012.09.25,2012,Unprovoked,usa,Surfing,Lacerations to left forearm,Sep,N,M,Unspecified,21
251,2012.09.24,2012,Unprovoked,usa,Surfing,Left foot bitten,Sep,N,M,Unspecified,22
252,2012.09.02.b,2012,Unprovoked,usa,Boogie boarding,Puncture wounds to calf and hand,Sep,N,F,Unspecified,8
253,2012.09.02.a,2012,Unprovoked,usa,Swimming or boogie boarding,Puncture wound to left ankle,Sep,N,F,Unspecified,56
254,2012.08.09,2012,Unprovoked,usa,Free diving ,Lacerations to little finger of left hand,Aug,N,M,Lemon,56
255,2012.07.31.a,2012,Unprovoked,australia,Surfing,Lacerations to torso & arm,Jul,N,M,White,48
256,2012.07.30.a,2012,Unprovoked,usa,Body surfing,Lacerations to both legs below the knees,Jul,N,M,White,50
257,2012.07.14,2012,Unprovoked,australia,Surfing,FATAL,Jul,Y,M,White,24
258,2012.07.07.a,2012,Boating,usa,Kayaking,"No injury, kayak bitten",Jul,N,M,Unspecified,52
259,2012.07.06,2012,Unprovoked,south africa,Surfing,Lacerattions to left thigh & knee,Jul,N,M,Unspecified,29
260,2012.06.26.c,2012,Unprovoked,usa,Swimming,Thigh bitten,Jun,N,M,Bull,6
261,2012.06.26.a,2012,Unprovoked,usa,Sitting in the water,Laceration to left calf,Jun,N,F,Unspecified,16
262,2012.06.20,2012,Unprovoked,australia,Surf skiing ,"No injury, ski severely damaged",Jun,N,M,Unspecified,62
263,2012.06.15,2012,Provoked,usa,Fishing,Superficial injury to calf by hooked shark PROVOKED ACCIDENT,Jun,N,M,Unspecified,23
264,2012.06.14.d,2012,Unprovoked,usa,Swimming,Foot & hand bitten,Jun,N,F,Unspecified,18
265,2012.06.14.a,2012,Unprovoked,usa,Swimming,Laceration to right foot,Jun,N,M,Unspecified,16
266,2012.06.12,2012,Unprovoked,australia,Surfing,Laceration to right foot,Jun,N,M,Unspecified,42
267,2012.06.10,2012,Provoked,italy,Attempting to rescue an injured & beached shark,Lower left leg injured PROVOKED ACCIDENT,Jun,,M,Unspecified,57
268,2012.06.03,2012,Unprovoked,australia,Surf skiing ,"No injury, ski bitten",Jun,N,M,White,30
269,2012.05.31,2012,Unprovoked,usa,Wading,Foot bitten,May,N,F,Unspecified,33
270,2012.05.29,2012,Unprovoked,mexico,Free diving / spearfishing,Left hand severed,May,N,M,Bull,46
271,2012.05.23,2012,Unprovoked,usa,Surfing,Lacerations to foot,May,N,M,Unspecified,22
272,2012.05.12,2012,Boating,usa,Kayaking / Fishing,"No injury, kayaker fell in the water when kayak bitten by a shark",May,N,M,White,30
273,2012.05.06,2012,Unprovoked,usa,Paddle boarding,"No injury, shark bit paddleboard",May,N,F,White,15
274,2012.04.19.b,2012,Unprovoked,usa,Surfing,Lacerations to hand,Apr,N,M,Unspecified,28
275,2012.04.19.a,2012,Unprovoked,south africa,Body boarding,FATAL,Apr,Y,M,White,20
276,2012.04.03,2012,Unprovoked,usa,Surfing,Lacerations to left foot,Apr,N,M,Tiger,28
277,2012.03.31,2012,Unprovoked,australia,Scuba diving,FATAL,Mar,Y,M,White,33
278,2012.03.20,2012,Unprovoked,australia,Surfing,Lacerations to left calf,Mar,N,M,Bull,20
279,2012.03.15,2012,Unprovoked,usa,Surfing,Left forearm bitten,Mar,N,M,Bull,61
280,2012.03.14.b,2012,Unprovoked,usa,Surfing,Bitten on ankle,Mar,N,F,Unspecified,15
281,2012.03.14.a,2012,Unprovoked,usa,Surfing,Bitten on calf,Mar,N,M,Unspecified,17
282,2012.03.06.a,2012,Provoked,australia,"Diving, feeding sharks",Superficial lacerations to right side of face PROVOKED ACCIDENT,Mar,N,F,Unspecified,34
283,2012.03.04,2012,Unprovoked,usa,Kite Surfing,Lacerations to left calf,Mar,N,M,Unspecified,19
284,2012.01.19,2012,Unprovoked,australia,Snorkeling,Lacerations to right forearm,Jan,N,M,Tiger,26
285,2012.01.18.a,2012,Unprovoked,australia,Surfing,Lacerations to thigh,Jan,N,M,White,44
286,2012.01.15,2012,Unprovoked,south africa,Swimming,FATAL,Jan,Y,M,Bull,25
287,2012.01.03,2012,Unprovoked,australia,Surfing,Right forearm and wrist injured,Jan,N,M,Unspecified,28
288,2012.01.02,2012,Unprovoked,australia,Spearfishing,"No injury, punctures to swim fin",Jan,N,M,Tiger,34
289,2011.12.11,2011,Unprovoked,australia,Surfing,5 puncture wounds to thigh,Dec,N,M,White,51
290,2011.11.28,2011,Unprovoked,australia,Swimming,Puncture marks to foot,Nov,N,M,Unspecified,10
291,2011.10.22,2011,Unprovoked,australia,Diving,FATAL,Oct,Y,M,White,32
292,2011.10.19,2011,Unprovoked,australia,Diving,Small bruise to calf,Oct,N,M,Unspecified,50
293,2011.09.30,2011,Invalid,usa,Surfing,Lacerations to lower right leg ,Sep,,M,Unspecified,27
294,2011.09.28.a,2011,Unprovoked,south africa,Swimming,"Right leg severed, left leg lacerated",Sep,N,M,White,43
295,2011.09.24.b,2011,Unprovoked,usa,Spearfishing,Laceration to left thigh,Sep,N,M,Bull,21
296,2011.09.16,2011,Unprovoked,usa,Surfing,Lacerations to arm,Sep,N,M,Unspecified,25
297,2011.09.11.a,2011,Unprovoked,papua new guinea,Kite Surfing,Lacerations to right leg,Sep,N,M,Tiger,30
298,2011.09.04.a,2011,Unprovoked,australia,Body boarding,FATAL,Sep,Y,M,White,21
299,2011.09.02,2011,Unprovoked,usa,Surfing,Lacerations to ankle & foot,Sep,N,M,Unspecified,19
300,2011.08.31,2011,Unprovoked,usa,Surfing,Lacerations to lower leg,Aug,N,M,Unspecified,19
301,2011.08.28.b,2011,Invalid,australia,Swimming,FATAL,Aug,,M,Unspecified,48
302,2011.08.23,2011,Unprovoked,south africa,Surfing,FATAL,Aug,Y,M,White,49
303,2011.08.17.c.,2011,Unprovoked,usa,Wading,Lacerations to foot,Aug,N,F,Tiger,20
304,2011.08.17.a,2011,Unprovoked,russia,Swimming,Hands severed,Aug,N,M,Unspecified,25
305,2011.08.16.c,2011,Unprovoked,french polynesia,Surfing,"No injury, board bitten",Aug,N,M,Grey,32
306,2011.08.16.a,2011,Unprovoked,seychelles,Swimming or Snorkeling,FATAL,Aug,Y,M,Bull,30
307,2011.07.22,2011,Unprovoked,south africa,Surfing,Upper left arm & right leg bitten,Jul,N,M,White,29
308,2011.06.28,2011,Unprovoked,south africa,Scuba diving,Severe lacerations to hands and  left leg,Jun,N,M,Bull,22
309,2011.06.26,2011,Unprovoked,usa,Playing in the surf,Ankle bitten,Jun,N,F,Bull,10
310,2011.06.12,2011,Unprovoked,usa,Scuba diving,Lacerations to right calf,Jun,N,M,Unspecified,28
311,2011.06.06.a,2011,Unprovoked,usa,Wading,Puncture wound to calf,Jun,N,M,Unspecified,19
312,2011.05.21.b,2011,Unprovoked,south africa,Spearfishing,"Thigh bitten, FATAL",May,Y,M,Unspecified,28
313,2011.05.21.a,2011,Unprovoked,new caledonia,Kite Boarding,"Thigh bitten, FATAL",May,Y,M,Tiger,15
314,2011.04.23,2011,Unprovoked,australia,Washing sand off a speared fish,Heel bitten,Apr,N,M,Unspecified,17
315,2011.04.22,2011,Unprovoked,usa,Surfing ,Minor puncture wounds,Apr,N,M,Unspecified,49
316,2011.04.16,2011,Unprovoked,new zealand,Surfing,Puncture to left hand,Apr,N,M,Unspecified,41
317,2011.03.23,2011,Unprovoked,australia,Surfing,Severe injury to left forearm,Mar,N,M,Bull,48
318,2011.03.16,2011,Unprovoked,australia,Wakeboarding,"Severe injuries to head, neck, shoulder & upper left arm",Mar,N,F,Unspecified,24
